Name:Surname:Surname1:Surname2:account:Dni:Delegation:Departament:Enabled:Password:TurnPassDays:emailList:Email:Change:Computer:Path
ALBERTO:SACA RINO:SACA:RINO:ASACAR:12345696-S:UPV:RECTORADO:S:ASACAR:45:S:ASACAR@castellon.upv.es:S:W10CVL-1:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
MARTA:CAR PANTA:CAR:PANTA:MCARP:12345697-T:UPV:RECTORADO:S:MCARP:45:S:MCARP@castellon.upv.es:S:W10CVL-2:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
AMELIE:TRIBU LETE:TRIBU:LETE:ATRIBUL:12345698-U:UPV:RECTORADO:S:ATRIBUL:45:S:ATRIBUL@castellon.upv.es:S:W10CVL-3:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
CARLOS:BENITO BONIATO:BENITO:BONIATO:CBENITOB:12345699-V:UPV:RECTORADO:S:CBENITOB:45:S:CBENITOB@castellon.upv.es:S:W10CVL-4:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
FRANCISCO:ANA CLETO:ANA:CLETO:FANAC:12345700-W:UPV:RECTORADO:S:FANAC:45:S:FANAC@castellon.upv.es:S:W10CVL-5:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
MIGUEL:CID CABANES:CID:CABANES:MCIDC:12345701-X:UPV:RECTORADO:S:MCIDC:45:S:MCIDC@castellon.upv.es:S:W10CVL-6:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
LAURA:MOLL GIL:MOLL:GIL:LMOLLG:12345702-Y:UPV:RECTORADO:S:LMOLLG:45:S:LMOLLG@castellon.upv.es:S:W10CVL-7:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
PEPE:VARGAS VARGAS:VARGAS:VARGAS:PVARGASV:12345703-Z:UPV:RECTORADO:S:PVARGASV:45:S:PVARGASV@castellon.upv.es:S:W10CVL-8:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
LUIS:DEL TORO GIL:DEL TORO:GIL:LDEL TOROG:12345704-A:UPV:SECRETARIA:S:LDEL TOROG:45:S:LDEL TOROG@castellon.upv.es:S:W10CVL-9:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
PEDRO:RAMIRES TORRES:RAMIRES:TORRES:PRAMIREST:12345705-B:UPV:SECRETARIA:S:PRAMIREST:45:S:PRAMIREST@castellon.upv.es:S:W10CVL-10:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
LUCIA:VILA NOVA:VILA:NOVA:LVILAN:12345706-C:UPV:SECRETARIA:S:LVILAN:45:S:LVILAN@castellon.upv.es:S:W10CVL-11:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
ANDRES:BASE NOVA:BASE:NOVA:ABASEN:12345707-D:UPV:SECRETARIA:S:ABASEN:45:S:ABASEN@castellon.upv.es:S:W10CVL-12:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
JOSE:CALASANZ MATEO:CALASANZ:MATEO:JCALASANZM:12345708-E:UPV:SECRETARIA:S:JCALASANZM:45:S:JCALASANZM@castellon.upv.es:S:W10CVL-13:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
JUDAS:ISCARIOTE IMAN:ISCARIOTE:IMAN:JISCARIOTEI:12345709-F:UPV:SECRETARIA:S:JISCARIOTEI:45:S:JISCARIOTEI@castellon.upv.es:S:W10CVL-14:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
TORIVIO:MARTINEZ INIESTA:MARTINEZ:INIESTA:TMARTINEZI:12345710-G:UPV:SECRETARIA:S:TMARTINEZI:45:S:TMARTINEZI@castellon.upv.es:S:W10CVL-15:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
PEDRO:MESI SUAREZ:MESI:SUAREZ:PMESIS:12345711-H:UPV:SECRETARIA:S:PMESIS:45:S:PMESIS@castellon.upv.es:S:W10CVL-16:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
LUIS:NAVARRO RUIZ:NAVARRO:RUIZ:LNAVARROR:12345712-I:UPV:INFORMÁTICA:S:LNAVARROR:15:S:LNAVARROR@castellon.upv.es:S:W10CVL-17:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
SUSANA:ALABAU SANCHO:ALABAU:SANCHO:SALABAUS:12345713-J:UPV:INFORMÁTICA:S:SALABAUS:15:S:SALABAUS@castellon.upv.es:S:W10CVL-17:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
PEDRO:GOMIS ZAMBUJO:GOMIS:ZAMBUJO:PGOMISZ:12345714-K:UPV:INFORMÁTICA:S:PGOMISZ:15:S:PGOMISZ@castellon.upv.es:S:W10CVL-18:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
PIEDAD:VALENCIA RUIZ:VALENCIA:RUIZ:PVALENCIAR:12345715-L:UPV:INFORMÁTICA:S:PVALENCIAR:15:S:PVALENCIAR@castellon.upv.es:S:W10CVL-18:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
MANUEL:VARGAS COELLO:VARGAS:COELLO:MVARGASC:12345716-M:UPV:INFORMÁTICA:S:MVARGASC:15:S:MVARGASC@castellon.upv.es:S:W10CVL-19:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
JAVIER:ARIAS PUJOL:ARIAS:PUJOL:JARIASP:12345717-N:UPV:INFORMÁTICA:S:JARIASP:15:S:JARIASP@castellon.upv.es:S:W10CVL-19:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
EVA:PELLICER JUAN:PELLICER:JUAN:EPELLICERJ:12345678-A:UPV:INFORMÁTICA:S:EPELLICERJ:15:S:EPELLICERJ@castellon.upv.es:S:W10CVL-20:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
RODRIGO:GALLEGO CHAVES:GALLEGO:CHAVES:RGALLEGOC:12345679-B:UPV:INFORMÁTICA:S:RGALLEGOC:15:S:RGALLEGOC@castellon.upv.es:S:W10CVL-20:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
JOHANN:AGUILAR ALBA:AGUILAR:ALBA:JAGUILARA:12345680-C:UPV:SERVICIOS UNIVERSITARIOS:S:JAGUILARA:45:S:JAGUILARA@castellon.upv.es:S:UDCVL-1:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
PEPE:SANCHO CARVALHO:SANCHO:CARVALHO:PSANCHOC:12345681-D:UPV:SERVICIOS UNIVERSITARIOS:S:PSANCHOC:45:S:PSANCHOC@castellon.upv.es:S:UDCVL-2:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
SARA:ZAMBUJO CAMPOS:ZAMBUJO:CAMPOS:SZAMBUJOC:12345682-E:UPV:SERVICIOS UNIVERSITARIOS:S:SZAMBUJOC:45:S:SZAMBUJOC@castellon.upv.es:S:UDCVL-3:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
ISABEL:RUIZ MONCHO:RUIZ:MONCHO:IRUIZM:12345683-F:UPV:SERVICIOS UNIVERSITARIOS:S:IRUIZM:45:S:IRUIZM@castellon.upv.es:S:UDCVL-4:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
FRANCISCO:COELLO ALABAU:COELLO:ALABAU:FCOELLOA:12345684-G:UPV:SERVICIOS UNIVERSITARIOS:S:FCOELLOA:45:S:FCOELLOA@castellon.upv.es:S:UDCVL-5:OU=Usuarios,OU=dep-castellon-upv,DC=castellon,DC=upv,DC=es
